departure_airport,arrival_airport,flight_duration,start_datetime
7,3,530,2024-1-21T14:19:00
7,4,830,2024-2-27T20:3:00
7,5,350,2024-1-30T10:15:00
7,6,150,2024-4-26T18:43:00
7,8,540,2024-9-26T19:27:00
7,9,340,2024-7-13T3:39:00
7,10,680,2024-5-19T14:57:00
8,1,320,2024-5-18T7:55:00
8,2,350,2024-5-2T15:19:00
8,3,510,2024-12-22T17:52:00
8,4,290,2024-3-4T13:6:00
8,5,280,2024-3-8T10:19:00
8,6,350,2024-2-20T4:40:00
8,7,540,2024-5-24T5:35:00
8,9,420,2024-2-7T10:17:00
8,10,680,2024-7-13T12:9:00
9,1,470,2024-12-8T19:33:00
9,2,540,2024-2-6T0:21:00
9,3,620,2024-12-26T13:36:00
9,4,450,2024-6-27T3:41:00
9,5,910,2024-8-15T17:32:00
9,6,810,2024-7-15T0:57:00
9,7,340,2024-4-6T22:8:00
9,8,420,2024-6-13T1:53:00
9,10,320,2024-5-18T12:10:00
10,1,220,2024-9-27T9:46:00
10,2,170,2024-7-18T11:8:00
10,3,410,2024-9-26T3:2:00
10,4,810,2024-3-25T11:25:00
10,5,280,2024-9-20T16:34:00
10,6,680,2024-8-13T5:13:00
10,7,680,2024-2-19T14:34:00
10,8,680,2024-8-14T2:7:00
10,9,320,2024-4-27T14:47:00
1,2,300,2024-7-18T9:59:00
1,3,420,2024-12-15T20:13:00
1,4,140,2024-8-18T5:24:00
1,5,620,2024-10-15T7:11:00
1,6,280,2024-9-28T1:3:00
1,7,190,2024-2-22T1:10:00
1,8,320,2024-7-21T15:50:00
1,9,470,2024-10-9T23:11:00
1,10,220,2024-9-3T23:56:00
2,1,300,2024-3-4T12:57:00
2,3,280,2024-2-30T21:41:00
2,4,340,2024-9-22T15:41:00
2,5,710,2024-8-25T23:52:00
2,6,290,2024-6-30T19:46:00
2,7,820,2024-12-10T3:45:00
2,8,350,2024-9-1T21:15:00
2,9,540,2024-1-26T12:32:00
2,10,170,2024-2-26T18:53:00
3,1,420,2024-11-3T12:48:00
3,2,280,2024-1-5T20:38:00
3,4,720,2024-3-10T4:34:00
3,5,280,2024-9-23T15:48:00
3,6,690,2024-9-16T11:5:00
3,7,530,2024-4-5T7:45:00
3,8,510,2024-1-16T0:18:00
3,9,620,2024-4-29T19:55:00
3,10,410,2024-3-1T12:54:00
4,1,140,2024-11-3T23:23:00
4,2,340,2024-8-14T17:49:00
4,3,720,2024-4-18T1:4:00
4,5,320,2024-12-13T1:1:00
4,6,640,2024-8-21T3:5:00
4,7,830,2024-7-10T17:59:00
4,8,290,2024-2-4T5:26:00
4,9,450,2024-7-12T5:20:00
4,10,810,2024-1-1T1:1:00
5,1,620,2024-4-10T10:7:00
5,2,710,2024-8-19T2:3:00
5,3,280,2024-8-26T16:19:00
5,4,320,2024-11-22T8:17:00
5,6,470,2024-11-19T1:22:00
5,7,350,2024-6-20T11:6:00
5,8,280,2024-1-9T22:45:00
5,9,910,2024-10-23T6:32:00
5,10,280,2024-12-17T8:19:00
6,1,280,2024-4-25T11:6:00
6,2,290,2024-2-7T11:5:00
6,3,690,2024-1-7T2:58:00
6,4,640,2024-3-21T1:31:00
6,5,470,2024-10-20T14:22:00
6,7,150,2024-8-8T10:29:00
6,8,350,2024-12-16T15:6:00
6,9,810,2024-12-22T13:49:00
6,10,680,2024-10-14T7:6:00
7,1,190,2024-11-9T23:32:00
7,2,820,2024-11-13T3:23:00
7,3,530,2024-8-26T15:58:00
7,4,830,2024-2-23T19:7:00
7,5,350,2024-9-5T7:37:00
7,6,150,2024-8-29T23:37:00
7,8,540,2024-2-13T0:43:00
7,9,340,2024-9-14T0:2:00
7,10,680,2024-1-19T0:2:00
8,1,320,2024-10-23T20:14:00
8,2,350,2024-11-10T21:35:00
8,3,510,2024-12-2T9:48:00
8,4,290,2024-4-24T6:54:00
8,5,280,2024-9-11T8:57:00
8,6,350,2024-12-11T3:30:00
8,7,540,2024-11-1T17:23:00
8,9,420,2024-4-17T18:31:00
8,10,680,2024-5-30T3:48:00
9,1,470,2024-8-29T8:15:00
9,2,540,2024-1-28T12:45:00
9,3,620,2024-11-29T13:26:00
9,4,450,2024-3-27T4:35:00
9,5,910,2024-12-23T12:11:00
9,6,810,2024-1-25T22:17:00
9,7,340,2024-12-2T4:33:00
9,8,420,2024-4-13T12:5:00
9,10,320,2024-1-24T11:5:00
10,1,220,2024-10-27T20:51:00
10,2,170,2024-7-5T10:34:00
10,3,410,2024-10-25T12:30:00
10,4,810,2024-2-24T8:52:00
10,5,280,2024-3-18T7:13:00
10,6,680,2024-10-24T10:25:00
10,7,680,2024-12-2T4:2:00
10,8,680,2024-9-22T12:14:00
10,9,320,2024-8-1T21:23:00
1,2,300,2024-4-26T7:1:00
1,3,420,2024-12-16T13:47:00
1,4,140,2024-10-30T1:15:00
1,5,620,2024-3-5T18:57:00
1,6,280,2024-3-30T20:59:00
1,7,190,2024-12-4T18:27:00
1,8,320,2024-11-16T8:38:00
1,9,470,2024-7-24T22:12:00
1,10,220,2024-6-23T7:18:00
2,1,300,2024-1-16T2:27:00
2,3,280,2024-11-6T18:17:00
2,4,340,2024-10-4T18:32:00
2,5,710,2024-12-14T22:26:00
2,6,290,2024-7-21T7:58:00
2,7,820,2024-1-20T10:47:00
2,8,350,2024-11-15T21:3:00
2,9,540,2024-1-1T5:37:00
2,10,170,2024-4-23T5:25:00
3,1,420,2024-4-6T1:50:00
3,2,280,2024-11-16T19:34:00
3,4,720,2024-7-29T6:7:00
3,5,280,2024-5-4T17:34:00
3,6,690,2024-7-17T18:55:00
3,7,530,2024-9-18T11:36:00
3,8,510,2024-1-19T13:2:00
3,9,620,2024-10-9T0:9:00
3,10,410,2024-1-21T3:7:00
4,1,140,2024-5-12T17:42:00
4,2,340,2024-6-14T23:23:00
4,3,720,2024-11-27T1:52:00
4,5,320,2024-10-3T8:26:00
4,6,640,2024-10-6T8:15:00
4,7,830,2024-9-8T3:15:00
4,8,290,2024-3-20T18:9:00
4,9,450,2024-8-27T5:27:00
4,10,810,2024-5-13T3:16:00
5,1,620,2024-9-25T2:26:00
5,2,710,2024-7-9T15:44:00
5,3,280,2024-8-25T15:33:00
5,4,320,2024-3-10T5:36:00
5,6,470,2024-7-14T8:21:00
5,7,350,2024-5-24T10:34:00
5,8,280,2024-2-7T0:28:00
5,9,910,2024-8-18T13:51:00
5,10,280,2024-6-16T1:21:00
6,1,280,2024-6-13T14:50:00
6,2,290,2024-7-8T7:44:00
6,3,690,2024-5-19T23:31:00
6,4,640,2024-5-7T19:49:00
6,5,470,2024-7-25T19:8:00
6,7,150,2024-12-8T14:2:00
6,8,350,2024-6-17T0:4:00
6,9,810,2024-7-9T17:38:00
6,10,680,2024-8-23T15:2:00
7,1,190,2024-9-6T2:18:00
7,2,820,2024-4-17T5:15:00
7,3,530,2024-4-20T6:17:00
7,4,830,2024-10-5T6:12:00
7,5,350,2024-12-12T10:43:00
7,6,150,2024-11-14T11:15:00
7,8,540,2024-12-6T6:52:00
7,9,340,2024-9-30T2:45:00
7,10,680,2024-11-12T19:38:00
8,1,320,2024-7-18T8:40:00
8,2,350,2024-10-28T8:29:00
8,3,510,2024-6-2T23:53:00
8,4,290,2024-1-28T10:23:00
8,5,280,2024-7-5T4:49:00
8,6,350,2024-10-29T10:17:00
8,7,540,2024-1-28T11:56:00
8,9,420,2024-7-16T21:59:00
8,10,680,2024-7-12T2:21:00
9,1,470,2024-3-24T19:5:00
9,2,540,2024-5-28T14:47:00
9,3,620,2024-5-2T18:6:00
9,4,450,2024-6-15T3:2:00
9,5,910,2024-9-9T5:5:00
9,6,810,2024-3-18T5:3:00
9,7,340,2024-8-18T22:45:00
9,8,420,2024-11-1T6:20:00
9,10,320,2024-4-20T20:55:00
10,1,220,2024-11-22T6:6:00
10,2,170,2024-4-7T21:57:00
10,3,410,2024-9-13T13:48:00
10,4,810,2024-3-1T7:18:00
10,5,280,2024-6-17T9:19:00
10,6,680,2024-3-2T6:34:00
10,7,680,2024-12-12T19:56:00
10,8,680,2024-2-18T14:22:00
10,9,320,2024-7-30T11:2:00
1,2,300,2024-7-11T6:33:00
1,3,420,2024-4-15T1:7:00
1,4,140,2024-7-19T8:4:00
1,5,620,2024-11-9T1:49:00
1,6,280,2024-12-29T16:3:00
1,7,190,2024-8-27T16:9:00
1,8,320,2024-11-8T6:44:00
1,9,470,2024-5-7T1:36:00
1,10,220,2024-12-2T20:42:00
2,1,300,2024-10-26T12:47:00
2,3,280,2024-3-21T1:28:00
2,4,340,2024-12-10T6:10:00
2,5,710,2024-2-12T6:4:00
2,6,290,2024-4-5T19:31:00
2,7,820,2024-6-10T12:59:00
2,8,350,2024-5-26T20:7:00
2,9,540,2024-6-7T1:29:00
2,10,170,2024-4-18T11:2:00
3,1,420,2024-10-23T3:3:00
3,2,280,2024-11-23T16:33:00
3,4,720,2024-7-3T1:6:00
3,5,280,2024-2-19T9:28:00
3,6,690,2024-7-29T8:44:00
3,7,530,2024-4-6T9:26:00
3,8,510,2024-6-7T15:10:00
3,9,620,2024-7-28T18:52:00
3,10,410,2024-9-17T17:44:00
4,1,140,2024-2-7T20:5:00
4,2,340,2024-5-29T22:1:00
4,3,720,2024-11-27T13:56:00
4,5,320,2024-10-6T0:52:00
4,6,640,2024-11-29T21:31:00
4,7,830,2024-7-4T5:1:00
4,8,290,2024-1-30T20:54:00
4,9,450,2024-10-30T22:58:00
4,10,810,2024-6-14T2:51:00
5,1,620,2024-5-23T20:46:00
5,2,710,2024-2-9T4:49:00
5,3,280,2024-11-10T9:39:00
5,4,320,2024-6-21T8:58:00
5,6,470,2024-12-27T23:4:00
5,7,350,2024-12-3T9:56:00
5,8,280,2024-6-26T19:5:00
5,9,910,2024-12-12T0:53:00
5,10,280,2024-12-21T9:6:00
6,1,280,2024-9-24T21:53:00
6,2,290,2024-2-1T19:46:00
6,3,690,2024-11-7T12:9:00
6,4,640,2024-7-10T0:52:00
6,5,470,2024-9-22T1:47:00
6,7,150,2024-2-28T4:16:00
6,8,350,2024-6-4T5:52:00
6,9,810,2024-11-30T4:20:00
6,10,680,2024-5-6T10:30:00
7,1,190,2024-4-1T19:20:00
7,2,820,2024-12-26T16:6:00
7,3,530,2024-9-1T4:11:00
7,4,830,2024-2-21T13:13:00
7,5,350,2024-8-13T16:11:00
7,6,150,2024-9-15T20:39:00
7,8,540,2024-3-1T12:42:00
7,9,340,2024-8-28T12:45:00
7,10,680,2024-11-12T8:26:00
8,1,320,2024-6-8T19:16:00
8,2,350,2024-6-26T3:39:00
8,3,510,2024-7-23T21:53:00
8,4,290,2024-7-29T0:33:00
8,5,280,2024-1-4T9:49:00
8,6,350,2024-6-29T7:31:00
8,7,540,2024-8-6T20:25:00
8,9,420,2024-8-17T3:34:00
8,10,680,2024-6-8T10:19:00
9,1,470,2024-4-25T5:44:00
9,2,540,2024-1-13T9:48:00
9,3,620,2024-1-26T23:22:00
9,4,450,2024-11-27T3:39:00
9,5,910,2024-4-9T15:14:00
9,6,810,2024-7-25T0:46:00
9,7,340,2024-1-19T0:51:00
9,8,420,2024-9-12T4:35:00
9,10,320,2024-3-13T4:26:00
10,1,220,2024-12-12T4:48:00
10,2,170,2024-3-22T9:41:00
10,3,410,2024-11-8T9:12:00
10,4,810,2024-5-28T2:58:00
10,5,280,2024-12-13T19:44:00
10,6,680,2024-10-18T19:9:00
10,7,680,2024-3-18T6:2:00
10,8,680,2024-6-16T15:26:00
10,9,320,2024-9-28T7:12:00
1,2,300,2024-2-14T12:15:00
1,3,420,2024-11-11T10:10:00
1,4,140,2024-3-1T0:49:00
1,5,620,2024-2-7T22:57:00
1,6,280,2024-3-14T11:3:00
1,7,190,2024-10-11T13:53:00
1,8,320,2024-1-22T1:16:00
1,9,470,2024-12-11T17:7:00
1,10,220,2024-9-1T6:9:00
2,1,300,2024-12-7T0:24:00
2,3,280,2024-5-16T6:30:00
2,4,340,2024-8-3T19:1:00
2,5,710,2024-8-20T5:58:00
2,6,290,2024-3-2T21:51:00
2,7,820,2024-11-29T22:3:00
2,8,350,2024-10-4T18:16:00
2,9,540,2024-11-22T20:48:00
2,10,170,2024-10-24T15:21:00
3,1,420,2024-5-19T10:57:00
3,2,280,2024-10-7T20:58:00
3,4,720,2024-1-23T23:44:00
3,5,280,2024-2-7T22:17:00
3,6,690,2024-9-8T20:36:00
3,7,530,2024-5-13T17:42:00
3,8,510,2024-9-10T14:42:00
3,9,620,2024-3-4T21:17:00
3,10,410,2024-10-22T17:19:00
4,1,140,2024-5-26T10:29:00
4,2,340,2024-9-3T12:51:00
4,3,720,2024-3-5T10:7:00
4,5,320,2024-9-30T17:17:00
4,6,640,2024-5-9T18:13:00
4,7,830,2024-9-15T21:38:00
4,8,290,2024-5-28T4:13:00
4,9,450,2024-6-12T5:48:00
4,10,810,2024-8-15T19:42:00
5,1,620,2024-7-28T17:31:00
5,2,710,2024-1-3T6:57:00
5,3,280,2024-2-10T16:23:00
5,4,320,2024-1-22T6:38:00
5,6,470,2024-12-1T6:32:00
5,7,350,2024-2-29T12:35:00
5,8,280,2024-2-15T14:15:00
5,9,910,2024-8-10T5:35:00
5,10,280,2024-6-8T1:52:00
6,1,280,2024-8-2T13:6:00
6,2,290,2024-2-20T18:32:00
6,3,690,2024-6-8T23:59:00
6,4,640,2024-12-22T19:17:00
6,5,470,2024-2-11T11:38:00
6,7,150,2024-11-29T2:1:00
6,8,350,2024-10-21T21:7:00
6,9,810,2024-3-30T8:54:00
6,10,680,2024-7-13T8:45:00
7,1,190,2024-7-26T14:12:00
7,2,820,2024-12-3T13:16:00
7,3,530,2024-5-2T20:19:00
7,4,830,2024-10-7T19:56:00
7,5,350,2024-4-10T15:51:00
7,6,150,2024-9-21T18:9:00
7,8,540,2024-12-8T12:50:00
7,9,340,2024-6-21T16:16:00
7,10,680,2024-2-21T10:55:00
8,1,320,2024-9-29T4:44:00
8,2,350,2024-2-16T21:27:00
8,3,510,2024-3-4T16:5:00
8,4,290,2024-4-25T20:14:00
8,5,280,2024-11-14T17:43:00
8,6,350,2024-10-4T14:31:00
8,7,540,2024-7-25T8:7:00
8,9,420,2024-2-13T12:11:00
8,10,680,2024-12-4T8:13:00
9,1,470,2024-6-5T21:37:00
9,2,540,2024-11-12T6:22:00
9,3,620,2024-1-12T19:43:00
9,4,450,2024-1-29T2:33:00
9,5,910,2024-4-10T5:18:00
9,6,810,2024-9-9T9:39:00
9,7,340,2024-6-30T6:24:00
9,8,420,2024-3-26T11:34:00
9,10,320,2024-12-14T15:42:00
10,1,220,2024-11-25T5:14:00
10,2,170,2024-11-20T3:38:00
10,3,410,2024-5-12T16:3:00
10,4,810,2024-2-30T0:23:00
10,5,280,2024-9-19T21:49:00
10,6,680,2024-10-7T23:58:00
10,7,680,2024-10-23T6:26:00
10,8,680,2024-10-11T8:11:00
10,9,320,2024-3-27T21:27:00
1,2,300,2024-3-10T20:54:00
1,3,420,2024-2-17T1:29:00
1,4,140,2024-7-16T0:21:00
1,5,620,2024-8-7T22:2:00
1,6,280,2024-2-26T5:51:00
1,7,190,2024-3-9T1:40:00
1,8,320,2024-12-12T8:34:00
1,9,470,2024-2-12T11:35:00
1,10,220,2024-4-19T5:42:00
2,1,300,2024-10-17T2:42:00
2,3,280,2024-6-23T21:18:00
2,4,340,2024-7-8T20:26:00
2,5,710,2024-12-17T6:48:00
2,6,290,2024-2-4T11:27:00
2,7,820,2024-10-23T21:59:00
2,8,350,2024-8-7T10:18:00
2,9,540,2024-12-23T3:13:00
2,10,170,2024-3-28T10:59:00
3,1,420,2024-2-3T2:36:00
3,2,280,2024-12-2T0:59:00
3,4,720,2024-3-11T15:31:00
3,5,280,2024-2-3T16:28:00
3,6,690,2024-5-26T8:50:00
3,7,530,2024-7-3T2:6:00
3,8,510,2024-10-13T8:43:00
3,9,620,2024-8-5T14:25:00
3,10,410,2024-9-14T19:15:00
4,1,140,2024-1-24T10:54:00
4,2,340,2024-6-29T6:1:00
4,3,720,2024-6-18T11:5:00
4,5,320,2024-8-12T16:56:00
4,6,640,2024-2-10T17:18:00
4,7,830,2024-9-21T3:52:00
4,8,290,2024-9-22T1:24:00
4,9,450,2024-4-12T3:5:00
4,10,810,2024-9-28T0:38:00
5,1,620,2024-9-6T9:39:00
5,2,710,2024-11-25T10:4:00
5,3,280,2024-2-11T6:48:00
5,4,320,2024-3-13T22:20:00
5,6,470,2024-5-23T13:30:00
5,7,350,2024-8-28T6:36:00
5,8,280,2024-8-24T2:10:00
5,9,910,2024-5-25T0:18:00
5,10,280,2024-6-12T15:15:00
6,1,280,2024-3-20T5:23:00
6,2,290,2024-9-16T0:18:00
6,3,690,2024-10-24T21:17:00
6,4,640,2024-12-1T16:49:00
6,5,470,2024-3-28T11:41:00
6,7,150,2024-11-21T15:29:00
6,8,350,2024-3-23T13:24:00
6,9,810,2024-6-9T3:8:00
6,10,680,2024-6-19T8:16:00
7,1,190,2024-2-12T10:40:00
7,2,820,2024-10-24T23:7:00
7,3,530,2024-11-10T19:11:00
7,4,830,2024-7-15T3:35:00
7,5,350,2024-12-17T15:33:00
7,6,150,2024-1-1T13:10:00
7,8,540,2024-3-18T18:19:00
7,9,340,2024-5-29T22:55:00
7,10,680,2024-12-18T11:51:00
8,1,320,2024-6-3T9:47:00
8,2,350,2024-6-14T21:58:00
8,3,510,2024-4-30T3:15:00
8,4,290,2024-8-8T13:39:00
8,5,280,2024-8-1T17:47:00
8,6,350,2024-1-5T2:10:00
8,7,540,2024-3-29T1:50:00
8,9,420,2024-7-13T16:35:00
8,10,680,2024-10-18T18:45:00
9,1,470,2024-6-17T3:26:00
9,2,540,2024-3-12T8:6:00
9,3,620,2024-6-12T10:12:00
9,4,450,2024-1-30T8:28:00
9,5,910,2024-7-15T5:18:00
9,6,810,2024-12-25T19:13:00
9,7,340,2024-9-7T4:45:00
9,8,420,2024-3-18T19:28:00
9,10,320,2024-2-17T11:12:00
10,1,220,2024-1-5T3:3:00
10,2,170,2024-6-7T7:43:00
10,3,410,2024-8-27T5:54:00
10,4,810,2024-6-4T14:3:00
10,5,280,2024-11-2T23:47:00
10,6,680,2024-11-22T19:31:00
10,7,680,2024-3-13T19:34:00
10,8,680,2024-7-10T1:12:00
10,9,320,2024-10-20T10:56:00
1,2,300,2024-9-13T3:46:00
1,3,420,2024-11-21T19:34:00
1,4,140,2024-10-28T6:23:00
1,5,620,2024-7-13T11:52:00
1,6,280,2024-5-25T9:3:00
1,7,190,2024-12-26T10:57:00
1,8,320,2024-3-11T3:43:00
1,9,470,2024-2-2T11:15:00
1,10,220,2024-6-1T21:19:00
2,1,300,2024-1-14T0:45:00
2,3,280,2024-11-19T7:28:00
2,4,340,2024-5-6T20:43:00
2,5,710,2024-1-12T6:22:00
2,6,290,2024-8-12T9:5:00
2,7,820,2024-2-6T11:31:00
2,8,350,2024-2-15T19:31:00
2,9,540,2024-2-20T18:31:00
2,10,170,2024-12-7T5:33:00
3,1,420,2024-5-30T3:26:00
3,2,280,2024-12-4T22:47:00
3,4,720,2024-7-14T13:46:00
3,5,280,2024-4-15T5:50:00
3,6,690,2024-3-30T3:34:00
3,7,530,2024-10-22T19:27:00
3,8,510,2024-2-16T12:30:00
3,9,620,2024-6-23T14:18:00
3,10,410,2024-7-14T4:36:00
4,1,140,2024-11-21T9:6:00
4,2,340,2024-6-29T12:37:00
4,3,720,2024-1-5T18:12:00
4,5,320,2024-9-21T10:50:00
4,6,640,2024-9-1T23:25:00
4,7,830,2024-3-11T13:8:00
4,8,290,2024-4-2T13:39:00
4,9,450,2024-1-17T15:29:00
4,10,810,2024-9-14T13:34:00
5,1,620,2024-1-15T17:30:00
5,2,710,2024-10-23T2:38:00
5,3,280,2024-2-2T8:53:00
5,4,320,2024-9-23T4:10:00
5,6,470,2024-7-2T12:45:00
5,7,350,2024-6-12T17:23:00
5,8,280,2024-12-24T22:19:00
5,9,910,2024-2-22T23:16:00
5,10,280,2024-7-13T0:13:00
6,1,280,2024-8-16T2:18:00
6,2,290,2024-8-6T5:23:00
6,3,690,2024-5-2T11:6:00
6,4,640,2024-12-1T9:47:00
6,5,470,2024-7-14T20:49:00
6,7,150,2024-2-14T8:54:00
6,8,350,2024-1-19T3:38:00
6,9,810,2024-5-26T9:34:00
6,10,680,2024-1-4T16:6:00
7,1,190,2024-5-1T23:56:00
7,2,820,2024-8-26T1:32:00
7,3,530,2024-6-25T11:26:00
7,4,830,2024-3-25T19:34:00
7,5,350,2024-5-24T7:29:00
7,6,150,2024-11-7T8:46:00
7,8,540,2024-8-27T18:8:00
7,9,340,2024-12-7T19:38:00
7,10,680,2024-10-11T7:40:00
8,1,320,2024-9-6T16:1:00
8,2,350,2024-8-16T8:37:00
8,3,510,2024-1-15T22:34:00
8,4,290,2024-5-7T9:27:00
8,5,280,2024-6-13T22:34:00
8,6,350,2024-4-13T13:45:00
8,7,540,2024-11-7T2:15:00
8,9,420,2024-9-9T20:32:00
8,10,680,2024-8-26T17:13:00
9,1,470,2024-10-17T16:24:00
9,2,540,2024-2-16T0:53:00
9,3,620,2024-11-21T12:50:00
9,4,450,2024-5-9T2:9:00
9,5,910,2024-3-21T6:59:00
9,6,810,2024-10-4T20:4:00
9,7,340,2024-2-2T17:18:00
9,8,420,2024-1-7T7:12:00
9,10,320,2024-7-30T5:27:00
10,1,220,2024-4-12T6:53:00
10,2,170,2024-12-23T13:26:00
10,3,410,2024-2-30T11:30:00
10,4,810,2024-2-24T10:38:00
10,5,280,2024-1-12T8:11:00
10,6,680,2024-10-15T6:38:00
10,7,680,2024-11-3T23:35:00
10,8,680,2024-7-15T2:7:00
10,9,320,2024-11-21T17:11:00
1,2,300,2024-7-27T10:54:00
1,3,420,2024-3-16T22:8:00
1,4,140,2024-1-9T17:30:00
1,5,620,2024-1-20T2:33:00
1,6,280,2024-9-16T2:39:00
1,7,190,2024-2-7T8:36:00
1,8,320,2024-4-20T0:41:00
1,9,470,2024-8-14T11:40:00
1,10,220,2024-8-8T9:21:00
2,1,300,2024-11-15T17:56:00
2,3,280,2024-4-7T7:5:00
2,4,340,2024-8-30T12:14:00
2,5,710,2024-1-1T9:41:00
2,6,290,2024-4-5T14:53:00
2,7,820,2024-7-9T0:43:00
2,8,350,2024-7-3T9:45:00
2,9,540,2024-10-13T2:8:00
2,10,170,2024-4-6T19:16:00
3,1,420,2024-9-15T9:19:00
3,2,280,2024-4-13T9:20:00
3,4,720,2024-4-19T7:10:00
3,5,280,2024-9-21T12:42:00
3,6,690,2024-8-6T18:23:00
3,7,530,2024-10-16T20:2:00
3,8,510,2024-11-5T15:24:00
3,9,620,2024-11-22T23:25:00
3,10,410,2024-8-3T8:5:00
4,1,140,2024-1-29T9:28:00
4,2,340,2024-11-13T20:13:00
4,3,720,2024-9-5T6:33:00
4,5,320,2024-8-25T3:45:00
4,6,640,2024-11-10T3:7:00
4,7,830,2024-12-17T16:58:00
4,8,290,2024-8-5T22:59:00
4,9,450,2024-10-30T7:41:00
4,10,810,2024-11-22T21:8:00
5,1,620,2024-12-29T3:8:00
5,2,710,2024-6-1T8:12:00
5,3,280,2024-9-10T21:49:00
5,4,320,2024-9-21T12:22:00
5,6,470,2024-12-4T18:1:00
5,7,350,2024-4-19T14:10:00
5,8,280,2024-4-24T11:55:00
5,9,910,2024-4-6T2:48:00
5,10,280,2024-2-2T3:27:00
6,1,280,2024-6-26T16:9:00
6,2,290,2024-11-7T14:30:00
6,3,690,2024-8-24T22:52:00
6,4,640,2024-7-17T0:12:00
6,5,470,2024-4-25T2:43:00
6,7,150,2024-11-14T12:9:00
6,8,350,2024-1-9T15:36:00
6,9,810,2024-8-4T6:27:00
6,10,680,2024-10-28T21:6:00
7,1,190,2024-2-6T3:51:00
7,2,820,2024-10-27T1:27:00
7,3,530,2024-4-22T21:38:00
7,4,830,2024-8-8T17:57:00
7,5,350,2024-2-11T1:24:00
7,6,150,2024-9-21T11:21:00
7,8,540,2024-12-3T23:37:00
7,9,340,2024-10-28T15:58:00
7,10,680,2024-5-11T12:51:00
8,1,320,2024-8-15T17:5:00
8,2,350,2024-7-2T22:10:00
8,3,510,2024-3-25T23:17:00
8,4,290,2024-10-21T19:2:00
8,5,280,2024-3-27T12:57:00
8,6,350,2024-4-26T2:2:00
8,7,540,2024-1-22T20:37:00
8,9,420,2024-5-3T20:56:00
8,10,680,2024-1-19T15:51:00
9,1,470,2024-9-29T8:59:00
9,2,540,2024-8-21T17:47:00
9,3,620,2024-6-7T8:9:00
9,4,450,2024-1-18T2:42:00
9,5,910,2024-11-29T1:50:00
9,6,810,2024-10-23T13:33:00
9,7,340,2024-8-23T1:20:00
9,8,420,2024-2-15T23:22:00
9,10,320,2024-8-23T15:41:00
10,1,220,2024-5-29T13:6:00
10,2,170,2024-9-7T3:41:00
10,3,410,2024-3-15T13:4:00
10,4,810,2024-12-18T0:39:00
10,5,280,2024-11-20T17:4:00
10,6,680,2024-4-13T8:21:00
10,7,680,2024-8-3T23:45:00
10,8,680,2024-5-23T7:14:00
10,9,320,2024-6-25T7:58:00
1,2,300,2024-10-26T8:38:00
1,3,420,2024-7-30T11:1:00
1,4,140,2024-3-26T21:14:00
1,5,620,2024-10-10T9:3:00
1,6,280,2024-4-24T23:55:00
1,7,190,2024-9-1T17:15:00
1,8,320,2024-3-24T14:50:00
1,9,470,2024-4-8T16:33:00
1,10,220,2024-2-27T18:25:00
2,1,300,2024-12-11T9:36:00
2,3,280,2024-3-28T11:40:00
2,4,340,2024-6-14T6:11:00
2,5,710,2024-3-28T0:39:00
2,6,290,2024-2-11T8:50:00
2,7,820,2024-9-1T22:1:00
2,8,350,2024-9-25T13:6:00
2,9,540,2024-6-20T7:10:00
2,10,170,2024-7-21T11:46:00
3,1,420,2024-2-24T5:16:00
3,2,280,2024-6-13T8:9:00
3,4,720,2024-5-30T6:37:00
3,5,280,2024-9-4T18:18:00
3,6,690,2024-6-27T17:59:00
3,7,530,2024-10-19T11:25:00
3,8,510,2024-6-2T12:23:00
3,9,620,2024-4-21T0:17:00
3,10,410,2024-8-19T19:49:00
4,1,140,2024-8-15T12:50:00
4,2,340,2024-10-3T8:14:00
4,3,720,2024-2-14T8:51:00
4,5,320,2024-9-12T20:54:00
4,6,640,2024-12-23T5:6:00
4,7,830,2024-12-4T22:7:00
4,8,290,2024-1-16T1:6:00
4,9,450,2024-8-22T12:7:00
4,10,810,2024-8-30T3:19:00
5,1,620,2024-3-19T3:29:00
5,2,710,2024-8-10T5:56:00
5,3,280,2024-1-18T8:2:00
5,4,320,2024-7-19T23:57:00
5,6,470,2024-7-5T0:34:00
5,7,350,2024-4-13T19:2:00
5,8,280,2024-8-9T19:29:00
5,9,910,2024-4-24T14:13:00
5,10,280,2024-10-28T8:2:00
6,1,280,2024-8-11T21:29:00
6,2,290,2024-11-13T22:14:00
6,3,690,2024-4-24T9:1:00
6,4,640,2024-3-4T16:37:00
6,5,470,2024-4-1T17:50:00
6,7,150,2024-8-2T2:50:00
6,8,350,2024-5-16T22:10:00
6,9,810,2024-6-8T19:35:00
6,10,680,2024-7-27T1:2:00
7,1,190,2024-7-27T13:40:00
7,2,820,2024-7-2T20:25:00
7,3,530,2024-8-2T3:38:00
7,4,830,2024-6-30T23:20:00
7,5,350,2024-5-7T19:59:00
7,6,150,2024-8-13T2:58:00
7,8,540,2024-4-12T6:53:00
7,9,340,2024-1-7T1:16:00
7,10,680,2024-2-5T7:11:00
8,1,320,2024-12-9T9:55:00
8,2,350,2024-12-23T15:58:00
8,3,510,2024-10-7T11:15:00
8,4,290,2024-5-14T1:40:00
8,5,280,2024-12-3T3:30:00
8,6,350,2024-11-21T0:39:00
8,7,540,2024-11-25T13:38:00
8,9,420,2024-3-19T19:55:00
